UserID,CourseID
U00340,CR00028
U00345,CR00001
U00345,CR00017
U00345,CR00007
U00345,CR00058
U00345,CR00003
U00351,CR00024
U00351,CR00008
U00351,CR00040
U00351,CR00033
U00352,CR00032
U00352,CR00024
U00352,CR00058
U00352,CR00021
U00353,CR00034
U00353,CR00058
U00353,CR00060
U00353,CR00003
U00356,CR00028
U00356,CR00017
U00356,CR00047
U00356,CR00032
U00356,CR00004
U00357,CR00048
U00357,CR00058
U00357,CR00023
U00357,CR00034
U00357,CR00055
U00362,CR00024
U00362,CR00039
U00362,CR00001
U00362,CR00014
U00365,CR00013
U00365,CR00031
U00365,CR00045
U00365,CR00032
U00379,CR00038
U00379,CR00017
U00379,CR00001
U00383,CR00021
U00383,CR00013
U00383,CR00040
U00383,CR00051
U00383,CR00017
U00394,CR00004
U00394,CR00014
U00394,CR00051
U00394,CR00052
U00399,CR00008
U00399,CR00016
U00399,CR00050
U00399,CR00057
U00399,CR00033
U00404,CR00043
U00404,CR00049
U00404,CR00038
U00404,CR00005
U00406,CR00032
U00406,CR00025
U00406,CR00031
U00406,CR00041
U00406,CR00054
U00407,CR00015
U00407,CR00013
U00407,CR00026
U00407,CR00040
U00407,CR00049
U00411,CR00017
U00411,CR00034
U00411,CR00044
U00415,CR00003
U00415,CR00043
U00415,CR00045
U00415,CR00024
U00423,CR00048
U00423,CR00014
U00424,CR00023
U00424,CR00048
U00424,CR00024
U00427,CR00023
U00427,CR00060
U00427,CR00048
U00427,CR00036
U00427,CR00059
U00438,CR00055
U00438,CR00032
U00438,CR00006
U00438,CR00019
U00438,CR00033
U00444,CR00022
U00444,CR00023
U00444,CR00001
U00449,CR00020
U00449,CR00052
U00449,CR00022
U00449,CR00049
U00450,CR00051
U00450,CR00055
U00450,CR00015
U00464,CR00021
U00464,CR00008
U00464,CR00041
U00494,CR00028
U00494,CR00058
U00494,CR00053
U00494,CR00038
U00494,CR00014
U00543,CR00034
U00543,CR00053
U00543,CR00050
U00548,CR00019
U00548,CR00032
U00548,CR00046
U00548,CR00012
U00556,CR00036
U00556,CR00003
U00556,CR00046
U00556,CR00035
U00559,CR00024
U00559,CR00041
U00562,CR00055
U00562,CR00060
U00562,CR00038
U00562,CR00039
U00562,CR00041
U00569,CR00053
U00569,CR00039
U00569,CR00042
U00569,CR00021
U00570,CR00033
U00570,CR00058
U00570,CR00005
U00570,CR00046
U00570,CR00016
U00572,CR00002
U00572,CR00037
U00572,CR00019
U00573,CR00044
U00573,CR00028
U00573,CR00031
U00574,CR00046
U00574,CR00037
U00574,CR00047
U00574,CR00008
U00576,CR00057
U00576,CR00051
U00576,CR00059
U00584,CR00042
U00584,CR00025
U00584,CR00039
U00584,CR00034
U00592,CR00022
U00592,CR00052
U00592,CR00048
U00592,CR00001
U00592,CR00035
U00595,CR00048
U00595,CR00015
U00595,CR00011
U00595,CR00026
U00595,CR00005
U00604,CR00030
U00604,CR00050
U00604,CR00029
U00619,CR00044
U00619,CR00033
U00619,CR00031
U00622,CR00010
U00622,CR00043
U00622,CR00016
U00633,CR00033
U00633,CR00031
U00633,CR00060
U00633,CR00047
U00636,CR00011
U00636,CR00031
U00636,CR00049
U00639,CR00034
U00639,CR00003
U00639,CR00032
U00639,CR00053
U00639,CR00018
U00666,CR00043
U00666,CR00021
U00666,CR00014
U00687,CR00002
U00687,CR00041
U00687,CR00024
U00687,CR00034
U00687,CR00029
U00701,CR00014
U00701,CR00016
U00701,CR00048
U00701,CR00060
U00704,CR00021
U00704,CR00028
U00704,CR00050
U00709,CR00026
U00709,CR00016
U00709,CR00054
U00709,CR00056
U00709,CR00058
U00723,CR00023
U00723,CR00040
U00723,CR00033
U00723,CR00057
U00724,CR00037
U00724,CR00016
U00724,CR00052
U00724,CR00014
U00724,CR00017
U00752,CR00034
U00752,CR00001
U00752,CR00007
U00752,CR00051
U00752,CR00049
U00760,CR00019
U00760,CR00005
U00760,CR00003
U00765,CR00044
U00765,CR00039
U00765,CR00008
U00767,CR00032
U00767,CR00030
U00767,CR00007
U00767,CR00049
U00767,CR00057
U00772,CR00058
U00772,CR00008
U00772,CR00003
U00772,CR00053
U00772,CR00022
U00775,CR00044
U00775,CR00003
U00775,CR00053
U00775,CR00047
U00775,CR00002
U00786,CR00055
U00786,CR00053
U00786,CR00045
U00786,CR00010
U00786,CR00034
U00787,CR00001
U00787,CR00037
U00819,CR00056
U00819,CR00013
U00819,CR00060
U00821,CR00009
U00821,CR00024
U00821,CR00046
U00829,CR00004
U00829,CR00054
U00829,CR00021
U00829,CR00040
U00829,CR00037
U00836,CR00030
U00836,CR00051
U00836,CR00041
U00836,CR00054
U00838,CR00013
U00838,CR00025
U00838,CR00019
U00850,CR00014
U00850,CR00007
U00850,CR00022
U00850,CR00027
U00852,CR00050
U00852,CR00042
U00852,CR00058
U00852,CR00039
U00858,CR00002
U00858,CR00027
U00858,CR00060
U00858,CR00052
U00870,CR00020
U00870,CR00025
U00870,CR00058
U00870,CR00031
U00870,CR00043
U00874,CR00045
U00874,CR00024
U00874,CR00034
U00876,CR00038
U00876,CR00032
U00876,CR00049
U00881,CR00013
U00881,CR00048
U00881,CR00035
U00881,CR00030
U00881,CR00034
U00893,CR00007
U00893,CR00045
U00893,CR00028
U00893,CR00050
U00893,CR00029
U00898,CR00020
U00898,CR00041
U00898,CR00060
U00903,CR00039
U00903,CR00014
U00903,CR00016
U00903,CR00022
U00907,CR00016
U00907,CR00057
U00907,CR00012
U00907,CR00011
U00911,CR00043
U00911,CR00006
U00911,CR00036
U00915,CR00013
U00915,CR00031
U00915,CR00016
U00917,CR00026
U00917,CR00040
U00917,CR00055
U00917,CR00043
U00917,CR00045
U00919,CR00046
U00919,CR00027
U00919,CR00012
U00919,CR00021
U00919,CR00002
U00928,CR00038
U00928,CR00004
U00928,CR00040
U00959,CR00019
U00959,CR00010
U00959,CR00026
U00959,CR00028
U00961,CR00058
U00961,CR00042
U00961,CR00024
U00961,CR00046
U00961,CR00028
U00967,CR00059
U00967,CR00056
U00967,CR00036
U00967,CR00054
U00976,CR00056
U00976,CR00031
U00976,CR00047
U00976,CR00053
U00981,CR00025
U00981,CR00037
U00981,CR00028
U00981,CR00049
U00989,CR00003
U00989,CR00006
U00989,CR00005
U00989,CR00047
U00989,CR00013
U00997,CR00058
U00997,CR00059
U00997,CR00008
U00997,CR00030
U01000,CR00028
U01000,CR00002
U01000,CR00011
U01015,CR00043
U01015,CR00056
U01015,CR00049
U01015,CR00060
U01020,CR00046
U01020,CR00041
U01020,CR00055
U01022,CR00041
U01022,CR00049
U01022,CR00037
U01031,CR00010
U01031,CR00041
U01031,CR00033
U01032,CR00041
U01032,CR00053
U01032,CR00050
U01032,CR00055
U01032,CR00018
U01033,CR00012
U01033,CR00010
U01033,CR00004
U01034,CR00021
U01034,CR00055
U01034,CR00016
U01066,CR00030
U01066,CR00038
U01066,CR00040
U01066,CR00017
U01066,CR00005
U01079,CR00018
U01079,CR00021
U01079,CR00043
U01083,CR00006
U01083,CR00047
U01083,CR00039
U01083,CR00057
U01083,CR00008
U01084,CR00008
U01084,CR00048
U01084,CR00036
U01084,CR00057
U01092,CR00001
U01092,CR00007
U01092,CR00013
U01092,CR00026
U01096,CR00028
U01096,CR00021
U01096,CR00048
U01096,CR00052
U01096,CR00043
U01123,CR00013
U01123,CR00031
U01123,CR00044
U01123,CR00005
U01123,CR00010
U01143,CR00030
U01143,CR00033
U01143,CR00052
U01143,CR00054
U01143,CR00006
U01146,CR00029
U01146,CR00004
U01146,CR00014
U01151,CR00049
U01151,CR00039
U01151,CR00003
U01151,CR00031
U01158,CR00034
U01158,CR00059
U01158,CR00033
U01163,CR00006
U01163,CR00014
U01163,CR00015
U01167,CR00044
U01167,CR00051
U01170,CR00047
U01170,CR00058
U01170,CR00005
U01170,CR00046
U01170,CR00007
U01177,CR00058
U01177,CR00047
U01177,CR00006
U01177,CR00020
U01180,CR00025
U01180,CR00024
U01180,CR00021
U01180,CR00031
U01197,CR00013
U01197,CR00036
U01197,CR00015
U01203,CR00028
U01203,CR00035
U01203,CR00038
U01203,CR00031
U01203,CR00048
U01221,CR00028
U01221,CR00053
U01221,CR00048
U01221,CR00051
U01224,CR00047
U01224,CR00015
U01224,CR00059
U01231,CR00032
U01231,CR00015
U01231,CR00039
U01233,CR00011
U01233,CR00050
U01233,CR00041
U01235,CR00021
U01235,CR00055
U01235,CR00001
U01237,CR00053
U01237,CR00006
U01237,CR00041
U01237,CR00001
U01237,CR00025
U01239,CR00009
U01239,CR00058
U01239,CR00029
U01239,CR00015
U01244,CR00013
U01244,CR00012
U01244,CR00030
U01249,CR00015
U01249,CR00040
U01249,CR00009
U01249,CR00059
U01249,CR00013
U01250,CR00022
U01250,CR00056
U01250,CR00006
U01250,CR00009
U01250,CR00060
U01261,CR00033
U01261,CR00060
U01261,CR00018
U01266,CR00005
U01266,CR00004
U01266,CR00024
U01266,CR00047
U01266,CR00033
U01267,CR00053
U01267,CR00008
U01267,CR00049
U01267,CR00010
U01267,CR00005
U01268,CR00001
U01268,CR00021
U01268,CR00006
U01277,CR00010
U01277,CR00033
U01277,CR00043
U01277,CR00057
U01280,CR00014
U01280,CR00027
U01280,CR00003
U01281,CR00022
U01281,CR00043
U01281,CR00047
U01281,CR00010
U01284,CR00012
U01284,CR00006
U01284,CR00040
U01284,CR00056
U01284,CR00038
U01286,CR00059
U01286,CR00058
U01286,CR00015
U01287,CR00016
U01287,CR00049
U01287,CR00033
U01287,CR00043
U01290,CR00014
U01290,CR00030
U01290,CR00004
U01290,CR00031
U01315,CR00011
U01315,CR00057
U01315,CR00025
U01318,CR00050
U01318,CR00039
U01318,CR00010
U01321,CR00045
U01321,CR00060
U01321,CR00031
U01321,CR00028
U01321,CR00001
U01322,CR00019
U01322,CR00022
U01322,CR00024
U01322,CR00045
U01331,CR00004
U01331,CR00021
U01331,CR00005
U01332,CR00019
U01332,CR00020
U01332,CR00016
U01334,CR00008
U01334,CR00013
U01334,CR00023
U01334,CR00047
U01334,CR00057
U01336,CR00005
U01336,CR00023
U01336,CR00020
U01337,CR00051
U01337,CR00027
U01337,CR00028
U01337,CR00017
U01337,CR00014
U01343,CR00059
U01343,CR00057
U01343,CR00002
U01343,CR00055
U01343,CR00034
U01344,CR00036
U01344,CR00045
U01344,CR00008
U01346,CR00045
U01346,CR00031
U01346,CR00037
U01346,CR00028
U01346,CR00039
U01347,CR00026
U01347,CR00045
U01347,CR00019
U01350,CR00046
U01350,CR00015
U01350,CR00009
U01350,CR00048
U01352,CR00055
U01352,CR00049
U01352,CR00036
U01352,CR00003
U01355,CR00019
U01355,CR00032
U01355,CR00018
U01364,CR00049
U01364,CR00019
U01364,CR00009
U01364,CR00056
U01364,CR00060
U01365,CR00011
U01365,CR00042
U01365,CR00031
U01365,CR00052
U01375,CR00025
U01375,CR00015
U01375,CR00022
U01394,CR00022
U01394,CR00016
U01394,CR00054
U01395,CR00008
U01395,CR00009
U01395,CR00037
U01395,CR00015
U01397,CR00047
U01397,CR00033
U01397,CR00051
U01397,CR00024
U01397,CR00035
U01399,CR00028
U01399,CR00003
U01399,CR00055
U01399,CR00058
U01399,CR00013
U01405,CR00053
U01405,CR00021
U01405,CR00020
U01411,CR00010
U01411,CR00017
U01411,CR00007
U01411,CR00042
U01411,CR00026
U01414,CR00045
U01414,CR00007
U01414,CR00059
U01414,CR00023
U01414,CR00011
U01429,CR00036
U01429,CR00033
U01429,CR00001
U01429,CR00045
U01429,CR00055
U01430,CR00013
U01430,CR00025
U01430,CR00043
U01430,CR00039
U01432,CR00049
U01432,CR00042
U01432,CR00023
U01435,CR00004
U01435,CR00048
U01435,CR00052
U01435,CR00034
U01445,CR00016
U01445,CR00018
U01445,CR00040
U01450,CR00038
U01450,CR00016
U01450,CR00030
U01451,CR00026
U01451,CR00043
U01451,CR00045
U01455,CR00057
U01455,CR00047
U01455,CR00021
U01460,CR00037
U01460,CR00016
U01460,CR00050
U01460,CR00022
U01463,CR00001
U01463,CR00035
U01463,CR00052
U01463,CR00030
U01472,CR00007
U01472,CR00032
U01472,CR00035
U01473,CR00057
U01473,CR00049
U01473,CR00034
U01473,CR00039
U01473,CR00058
U01475,CR00019
U01475,CR00048
U01475,CR00042
U01475,CR00014
U01475,CR00045
U01488,CR00001
U01488,CR00002
U01488,CR00019
U01488,CR00052
U01496,CR00007
U01496,CR00051
U01496,CR00039
U01496,CR00034
U01496,CR00049
U01497,CR00059
U01497,CR00053
U01497,CR00022
U01500,CR00056
U01500,CR00020
U01500,CR00004
U01506,CR00057
U01506,CR00026
U01506,CR00050
U01506,CR00013
U01511,CR00008
U01511,CR00014
U01511,CR00042
U01511,CR00007
U01512,CR00025
U01512,CR00034
U01512,CR00006
U01517,CR00014
U01517,CR00060
U01517,CR00040
U01517,CR00050
U01522,CR00058
U01522,CR00060
U01522,CR00032
U01526,CR00020
U01526,CR00017
U01526,CR00056
U01526,CR00040
U01526,CR00038
U01528,CR00036
U01528,CR00028
U01528,CR00044
U01528,CR00009
U01528,CR00011
U01530,CR00034
U01530,CR00041
U01530,CR00058
U01530,CR00030
U01530,CR00055
U01531,CR00009
U01531,CR00022
U01531,CR00054
U01531,CR00016
U01536,CR00014
U01536,CR00059
U01536,CR00036
U01536,CR00046
U01543,CR00012
U01543,CR00041
U01543,CR00001
U01543,CR00025
U01543,CR00044
U01553,CR00010
U01553,CR00036
U01553,CR00027
U01553,CR00002
U01553,CR00056
U01575,CR00003
U01575,CR00024
U01575,CR00051
U01575,CR00035
U01575,CR00028
U01578,CR00002
U01578,CR00030
U01578,CR00022
U01578,CR00057
U01585,CR00003
U01585,CR00025
U01585,CR00043
U01585,CR00029
U01586,CR00023
U01586,CR00030
U01586,CR00036
U01586,CR00022
U01586,CR00039
U01602,CR00030
U01602,CR00032
U01602,CR00022
U01602,CR00051
U01602,CR00058
U01618,CR00041
U01618,CR00039
U01618,CR00051
U01618,CR00009
U01618,CR00026
U01627,CR00021
U01627,CR00033
U01627,CR00015
U01627,CR00028
U01628,CR00030
U01628,CR00060
U01628,CR00039
U01635,CR00008
U01635,CR00034
U01635,CR00060
U01637,CR00040
U01637,CR00035
U01637,CR00054
U01637,CR00058
U01637,CR00001
U01647,CR00037
U01647,CR00033
U01647,CR00052
U01647,CR00035
U01649,CR00046
U01649,CR00050
U01649,CR00014
U01649,CR00031
U01654,CR00049
U01654,CR00039
U01654,CR00010
U01654,CR00012
U01656,CR00010
U01656,CR00035
U01656,CR00004
U01656,CR00031
U01662,CR00054
U01662,CR00049
U01662,CR00045
U01662,CR00019
U01666,CR00054
U01666,CR00010
U01666,CR00021
U01671,CR00048
U01671,CR00043
U01671,CR00005
U01671,CR00058
U01671,CR00015
U01674,CR00009
U01674,CR00058
U01674,CR00033
U01692,CR00055
U01692,CR00045
U01692,CR00026
U01695,CR00019
U01695,CR00020
U01702,CR00035
U01702,CR00011
U01702,CR00033
U01702,CR00052
U01708,CR00037
U01708,CR00011
U01708,CR00040
U01708,CR00030
U01708,CR00041
U01720,CR00044
U01720,CR00001
U01720,CR00006
U01720,CR00003
U01721,CR00055
U01721,CR00036
U01721,CR00014
U01724,CR00059
U01724,CR00005
U01724,CR00027
U01724,CR00032
U01724,CR00050
U01726,CR00028
U01726,CR00055
U01729,CR00050
U01729,CR00039
U01729,CR00007
U01729,CR00042
U01745,CR00060
U01745,CR00023
U01745,CR00022
U01745,CR00055
U01746,CR00040
U01746,CR00007
U01746,CR00024
U01746,CR00001
U01762,CR00007
U01762,CR00011
U01762,CR00018
U01762,CR00048
U01773,CR00054
U01773,CR00015
U01773,CR00051
U01773,CR00045
U01773,CR00001
U01786,CR00043
U01786,CR00036
U01786,CR00008
U01786,CR00050
U01789,CR00003
U01789,CR00054
U01789,CR00001
U01789,CR00055
U01795,CR00049
U01795,CR00048
U01795,CR00019
U01805,CR00013
U01805,CR00022
U01805,CR00053
U01805,CR00037
U01809,CR00058
U01809,CR00034
U01809,CR00037
U01809,CR00050
U01809,CR00030
U01810,CR00039
U01810,CR00050
U01810,CR00012
U01810,CR00054
U01810,CR00010
U01812,CR00025
U01812,CR00060
U01812,CR00005
U01812,CR00038
U01812,CR00042
U01820,CR00007
U01820,CR00022
U01820,CR00046
U01820,CR00012
U01820,CR00038
U01822,CR00044
U01822,CR00058
U01822,CR00043
U01822,CR00027
U01822,CR00029
U01825,CR00059
U01825,CR00045
U01825,CR00029
U01840,CR00055
U01840,CR00037
U01840,CR00015
U01840,CR00028
U01842,CR00048
U01842,CR00001
U01842,CR00020
U01854,CR00051
U01854,CR00023
U01854,CR00020
U01854,CR00042
U01867,CR00020
U01867,CR00054
U01867,CR00047
U01871,CR00008
U01871,CR00037
U01871,CR00049
U01871,CR00007
U01872,CR00040
U01872,CR00042
U01872,CR00023
U01876,CR00035
U01876,CR00003
U01876,CR00053
U01876,CR00033
U01876,CR00013
U01877,CR00019
U01877,CR00039
U01877,CR00059
U01879,CR00012
U01879,CR00015
U01879,CR00025
U01879,CR00010
U01879,CR00045
U01893,CR00004
U01893,CR00057
U01893,CR00060
U01896,CR00026
U01896,CR00020
U01896,CR00034
U01896,CR00033
U01900,CR00011
U01900,CR00022
U01900,CR00039
U01903,CR00046
U01903,CR00040
U01903,CR00048
U01903,CR00050
U01903,CR00059
U01906,CR00021
U01906,CR00018
U01906,CR00044
U01906,CR00019
U01906,CR00007
U01908,CR00017
U01908,CR00040
U01908,CR00057
U01917,CR00032
U01917,CR00022
U01917,CR00023
U01917,CR00040
U01917,CR00051
U01918,CR00002
U01918,CR00005
U01918,CR00032
U01920,CR00023
U01920,CR00026
U01920,CR00034
U01920,CR00007
U01926,CR00001
U01926,CR00029
U01926,CR00045
U01929,CR00011
U01929,CR00023
U01929,CR00027
U01929,CR00028
U01931,CR00004
U01931,CR00015
U01931,CR00034
U01931,CR00046
U01931,CR00027
U01934,CR00049
U01934,CR00026
U01934,CR00006
U01934,CR00039
U01934,CR00050
U01943,CR00027
U01943,CR00035
U01943,CR00030
U01943,CR00044
U01943,CR00025
U01953,CR00016
U01953,CR00025
U01953,CR00057
U01953,CR00031
U01953,CR00017
U01958,CR00008
U01958,CR00047
U01958,CR00045
U01959,CR00044
U01959,CR00012
U01959,CR00010
U01961,CR00051
U01961,CR00048
U01961,CR00026
U01961,CR00040
U01961,CR00039
U01962,CR00009
U01962,CR00038
U01962,CR00010
U01962,CR00013
U01979,CR00023
U01979,CR00015
U01979,CR00039
U01979,CR00030
U01979,CR00005
U01987,CR00012
U01987,CR00015
U01987,CR00040
U01989,CR00022
U01989,CR00058
U01989,CR00002
U01993,CR00045
U01993,CR00026
U01993,CR00029
U01994,CR00001
U01994,CR00046
U01994,CR00057
U01998,CR00059
U01998,CR00047
U01998,CR00029
U01998,CR00053
U01998,CR00025
U02010,CR00038
U02010,CR00019
U02010,CR00028
U02010,CR00006
U02015,CR00038
U02015,CR00036
U02015,CR00052
U02015,CR00016
U02015,CR00031
U02022,CR00022
U02022,CR00008
U02022,CR00002
U02022,CR00001
U02035,CR00038
U02035,CR00045
U02035,CR00056
U02035,CR00006
U02038,CR00036
U02038,CR00057
U02039,CR00016
U02039,CR00009
U02039,CR00025
U02039,CR00012
U02055,CR00018
U02055,CR00014
U02055,CR00004
U02055,CR00059
U02055,CR00008
U02058,CR00049
U02058,CR00058
U02058,CR00046
U02064,CR00054
U02064,CR00006
U02064,CR00044
U02064,CR00048
U02064,CR00043
U02068,CR00044
U02068,CR00009
U02068,CR00055
U02071,CR00047
U02071,CR00048
U02071,CR00029
U02074,CR00003
U02074,CR00046
U02074,CR00034
U02074,CR00027
U02077,CR00059
U02077,CR00040
U02077,CR00036
U02077,CR00058
U02094,CR00005
U02094,CR00034
U02094,CR00021
U02096,CR00013
U02096,CR00021
U02096,CR00027
U02096,CR00003
U02098,CR00018
U02098,CR00030
U02098,CR00011
U02125,CR00001
U02125,CR00019
U02125,CR00029
U02125,CR00006
U02144,CR00047
U02144,CR00023
U02144,CR00053
U02144,CR00052
U02147,CR00002
U02147,CR00001
U02147,CR00051
U02147,CR00013
U02149,CR00042
U02149,CR00029
U02149,CR00033
U02149,CR00035
U02151,CR00043
U02151,CR00001
U02151,CR00048
U02151,CR00047
U02151,CR00056
U02152,CR00006
U02152,CR00054
U02152,CR00017
U02153,CR00049
U02153,CR00040
U02153,CR00022
U02155,CR00018
U02155,CR00056
U02155,CR00045
U02155,CR00009
U02161,CR00029
U02161,CR00008
U02161,CR00055
U02161,CR00017
U02161,CR00036
U02174,CR00008
U02174,CR00006
U02174,CR00002
U02174,CR00016
U02174,CR00041
U02199,CR00011
U02199,CR00041
U02199,CR00044
U02199,CR00048
U02212,CR00024
U02212,CR00029
U02212,CR00042
U02212,CR00009
U02215,CR00004
U02215,CR00028
U02215,CR00058
U02217,CR00018
U02217,CR00010
U02217,CR00029
U02217,CR00009
U02224,CR00039
U02224,CR00048
U02224,CR00016
U02224,CR00005
U02231,CR00012
U02231,CR00054
U02231,CR00024
U02248,CR00014
U02248,CR00001
U02248,CR00054
U02250,CR00036
U02250,CR00020
U02250,CR00019
U02250,CR00038
U02250,CR00003
U02254,CR00032
U02254,CR00009
U02254,CR00023
U02254,CR00007
U02254,CR00049
U02258,CR00019
U02258,CR00005
U02258,CR00053
U02258,CR00025
U02258,CR00026
U02284,CR00041
U02284,CR00051
U02284,CR00052
U02284,CR00009
U02288,CR00048
U02288,CR00031
U02288,CR00015
U02288,CR00030
U02290,CR00050
U02290,CR00042
U02290,CR00002
U02290,CR00027
U02290,CR00053
U02300,CR00038
U02300,CR00023
U02300,CR00052
U02300,CR00058
U02301,CR00031
U02301,CR00019
U02301,CR00025
U02306,CR00040
U02306,CR00009
U02306,CR00010
U02306,CR00041
U02315,CR00038
U02315,CR00015
U02315,CR00043
U02315,CR00042
U02336,CR00047
U02336,CR00030
U02336,CR00057
U02336,CR00042
U02337,CR00046
U02337,CR00015
U02337,CR00003
U02341,CR00022
U02341,CR00036
U02341,CR00019
U02341,CR00033
U02344,CR00022
U02344,CR00014
U02344,CR00018
U02344,CR00051
U02345,CR00028
U02345,CR00026
U02345,CR00005
U02345,CR00027
U02349,CR00026
U02349,CR00012
U02349,CR00053
U02349,CR00016
U02370,CR00041
U02370,CR00002
U02370,CR00025
U02371,CR00024
U02371,CR00008
U02371,CR00030
U02410,CR00022
U02410,CR00057
U02410,CR00003
U02415,CR00056
U02415,CR00048
U02415,CR00050
U02427,CR00035
U02427,CR00043
U02427,CR00054
U02427,CR00025
U02432,CR00040
U02432,CR00058
U02432,CR00033
U02432,CR00039
U02432,CR00005
U02445,CR00031
U02445,CR00030
U02445,CR00049
U02459,CR00043
U02459,CR00010
U02459,CR00016
U02470,CR00022
U02470,CR00006
U02470,CR00045
U02470,CR00041
U02470,CR00030
U02485,CR00001
U02485,CR00052
U02485,CR00017
U02485,CR00058
U02490,CR00026
U02490,CR00023
U02490,CR00013
U02512,CR00036
U02512,CR00013
U02512,CR00004
U02515,CR00051
U02515,CR00025
U02515,CR00058
U02515,CR00059
U02537,CR00016
U02537,CR00040
U02537,CR00047
U02540,CR00018
U02540,CR00050
U02540,CR00033
U02540,CR00003
U02540,CR00037
U02541,CR00059
U02541,CR00052
U02541,CR00003
U02542,CR00018
U02542,CR00050
U02542,CR00060
U02564,CR00055
U02564,CR00060
U02564,CR00003
U02564,CR00027
U02566,CR00033
U02566,CR00014
U02566,CR00002
U02582,CR00003
U02582,CR00048
U02582,CR00035
U02582,CR00037
U02582,CR00042
U02583,CR00032
U02583,CR00038
U02583,CR00060
U02593,CR00006
U02593,CR00008
U02593,CR00012
U02593,CR00003
U02593,CR00057
U02602,CR00042
